Timestamp[ms],PWM_motor,PWM_elevon,Rate_x[deg/s],Rate_y[deg/s],Rate_z[deg/s]
15442,0,1848,363,63,-13
15450,0,1835,425,53,2
15458,0,1810,378,45,-28
15466,0,1776,192,29,-11
15476,0,1735,57,22,-4
15484,0,1678,-55,10,0
15492,0,1631,-58,-2,0
15500,0,1588,-90,-16,4
15509,0,1551,-199,-20,-1
15521,0,1520,-337,-26,-4
15529,0,1500,-348,-29,5
15537,0,1503,-328,-38,6
15546,0,1517,-326,-23,-6
15554,0,1547,-260,-14,-4
15563,0,1584,-239,-25,1
15571,0,1633,-203,-20,-1
15580,0,1679,-92,5,1
15588,0,1731,77,-1,1
15596,0,1773,182,17,3
15605,0,1808,281,-1,13
15614,0,1836,349,25,-8
15622,0,1849,418,15,16
15630,0,1847,417,89,4
15638,0,1832,443,39,14
15648,0,1806,322,-6,-22
15656,0,1761,114,9,4
15664,0,1717,28,29,3
15673,0,1670,-36,-6,2
15681,0,1618,-80,-18,1
15690,0,1575,-141,-17,6
15701,0,1537,-281,-25,-5
15709,0,1507,-308,-27,-2
15718,0,1500,-298,-60,-10
15726,0,1507,-354,-16,-12
15735,0,1526,-319,-21,-2
15743,0,1561,-268,-34,-6
15752,0,1601,-250,-10,0
15760,0,1652,-133,-5,0
15768,0,1700,11,8,2
15777,0,1745,125,20,-4
15786,0,1790,210,16,6
15794,0,1825,303,36,-10
15802,0,1843,357,-4,4
15811,0,1849,303,37,-7
15820,0,1841,375,44,3
15828,0,1817,448,35,6
15836,0,1784,276,56,9
15845,0,1743,134,9,-5
15853,0,1691,-3,-6,4
15862,0,1643,-125,11,-6
15870,0,1593,-100,-11,0
15882,0,1554,-151,-42,5
15890,0,1513,-269,-34,6
15899,0,1501,-333,-32,4
15907,0,1503,-339,-26,-11
15916,0,1518,-342,-41,7
15924,0,1549,-305,-21,-11
15932,0,1587,-270,-23,-3
15940,0,1631,-156,-15,6
15950,0,1679,-16,-25,2
15958,0,1738,66,7,-2
15966,0,1780,109,2,-1
15974,0,1814,202,32,-6
15984,0,1837,349,34,-7
15992,0,1849,370,35,-12
16000,0,1844,354,37,-27
16009,0,1826,415,16,18
16017,0,1792,389,-12,36
16025,0,1752,214,13,0
16034,0,1706,58,10,-2
16043,0,1652,-68,2,-4
16051,0,1600,-67,10,-2
16062,0,1559,-124,-19,-5
16071,0,1519,-308,-46,-7
16079,0,1502,-440,-39,3
16088,0,1501,-459,-35,-10
16096,0,1516,-337,-31,0
16104,0,1542,-220,-43,6
16114,0,1578,-190,-15,-7
16122,0,1634,-149,-4,-1
16130,0,1682,-35,-2,-1
16138,0,1730,96,-4,4
16147,0,1773,138,-2,2
16156,0,1813,190,37,-6
16164,0,1839,330,46,1
16172,0,1849,409,27,16
16181,0,1845,438,47,-1
16189,0,1826,384,40,5
16198,0,1795,312,30,21
16206,0,1750,156,6,18
16215,0,1704,39,6,4
16223,0,1649,-69,11,-6
16231,0,1602,-65,-8,0
16243,0,1561,-163,-33,-1
16251,0,1516,-289,-39,-4
16260,0,1502,-342,-42,8
16268,0,1502,-348,-43,19
16276,0,1516,-354,-51,11
16286,0,1543,-325,-23,6
16294,0,1590,-257,-44,4
16302,0,1636,-148,6,-8
16310,0,1685,-31,-5,1
16319,0,1733,83,9,-2
16328,0,1782,158,7,4
16336,0,1819,267,29,-3
16344,0,1841,342,5,8
16353,0,1849,373,17,12
16361,0,1842,390,41,-18
16370,0,1822,404,44,-6
16379,0,1785,336,16,25
16387,0,1737,161,29,19
16395,0,1689,30,7,0
16403,0,1640,-80,8,-6
16413,0,1593,-61,-12,-2
16424,0,1545,-192,-28,2
16432,0,1510,-347,-37,-6
16440,0,1500,-387,-40,-16
16448,0,1504,-341,-53,6
16458,0,1522,-311,-27,-7
16466,0,1561,-310,-29,-6
16474,0,1603,-304,-4,-2
16483,0,1650,-188,4,-3
16491,0,1706,-7,-13,0
16500,0,1753,142,6,-2
16508,0,1798,229,18,0
16517,0,1828,342,64,9
16525,0,1847,370,33,-35
16533,0,1849,387,63,-18
16542,0,1836,430,31,9
16551,0,1807,369,27,8
16559,0,1764,249,13,16
16567,0,1718,62,-1,8
16575,0,1669,-80,-5,-6
16585,0,1619,-71,2,-1
16593,0,1565,-50,-22,2
16601,0,1531,-243,-35,-1
16612,0,1508,-422,-36,-3
16621,0,1500,-397,-42,5
16630,0,1513,-367,-16,-1
16638,0,1543,-270,-41,-4
16646,0,1581,-230,-35,1
16655,0,1627,-244,9,-7
16663,0,1683,-103,-6,0
16672,0,1732,77,1,1
16680,0,1781,187,17,0
16689,0,1816,277,41,-12
16697,0,1842,342,50,-34
16705,0,1849,412,20,4
16714,0,1843,407,46,21
16723,0,1819,350,18,8
16731,0,1780,259,10,16
16739,0,1736,121,20,9
16748,0,1687,60,5,3
16757,0,1630,-35,-5,-2
16765,0,1579,-83,3,-1
16773,0,1541,-90,-29,1
16782,0,1514,-258,-51,8
16793,0,1500,-469,-40,-13
16802,0,1508,-488,-22,-9
16810,0,1534,-325,-18,5
16819,0,1570,-207,-33,-1
16827,0,1620,-203,-5,-1
16835,0,1670,-204,-4,-4
16844,0,1720,-58,2,-2
16853,0,1772,114,2,-1
16861,0,1814,258,33,-2
16869,0,1838,376,-13,0
16877,0,1849,430,44,17
16887,0,1845,403,57,-16
16895,0,1820,433,35,0
16903,0,1787,363,27,-14
16911,0,1743,212,15,-14
16920,0,1694,-6,9,4
16929,0,1637,-119,3,-4
16937,0,1584,-69,-8,1
16945,0,1545,-59,-26,2
16954,0,1516,-212,-45,-2
16962,0,1501,-440,-33,-9
16974,0,1502,-558,-50,4
16982,0,1532,-407,-20,-5
16991,0,1567,-214,-44,4
16999,0,1618,-126,-6,0
17008,0,1668,-104,-12,-2
17016,0,1725,-2,11,1
17025,0,1771,120,2,-3
17033,0,1813,227,11,5
17041,0,1838,336,60,-3
17049,0,1849,445,19,11
17059,0,1845,418,48,-7
17067,0,1819,437,39,-3
17075,0,1785,380,22,-12
17084,0,1741,269,30,13
17092,0,1684,72,7,7
17101,0,1633,-135,18,-5
17109,0,1580,-141,1,-7
17118,0,1541,-128,-45,8
17126,0,1512,-266,-31,-5
17134,0,1500,-365,-29,-15
17143,0,1504,-409,-52,-5
17154,0,1525,-351,-45,-2
17163,0,1574,-281,-45,-8
17171,0,1626,-286,-21,-7
17180,0,1677,-208,-9,-5
17189,0,1734,-16,-5,4
17197,0,1785,137,6,-1
17205,0,1820,261,25,0
17213,0,1842,367,31,-9
17223,0,1850,446,34,15
17231,0,1838,392,69,10
17239,0,1812,464,26,13
17248,0,1774,398,33,14
17256,0,1721,179,9,-12
17265,0,1670,9,16,-7
17273,0,1613,-94,-2,-1
17282,0,1567,-149,-25,-7
17290,0,1528,-217,-27,-1
17298,0,1506,-299,-39,3
17307,0,1500,-357,-39,-4
17316,0,1510,-353,-55,-2
17324,0,1540,-370,-47,1
17335,0,1578,-279,-21,0
17343,0,1645,-207,-3,-6
17353,0,1697,-84,-1,1
17361,0,1759,93,-4,0
17369,0,1800,168,10,5
17377,0,1831,232,18,-8
17385,0,1847,341,16,-13
17395,0,1848,385,36,41
17403,0,1828,435,52,-4
17411,0,1796,426,34,-3
17420,0,1753,253,68,-17
17428,0,1697,124,-8,7
17437,0,1645,-30,-5,1
17445,0,1589,-119,12,-7
17454,0,1548,-106,-26,-1
17462,0,1515,-235,-33,-3
17470,0,1501,-399,-41,-23
17479,0,1502,-466,-62,2
17488,0,1522,-448,-3,-6
17496,0,1560,-291,-52,3
17504,0,1604,-180,-39,2
17515,0,1655,-158,-4,-4
17525,0,1727,14,16,0
17533,0,1785,198,18,2
17541,0,1820,315,9,6
17549,0,1842,358,30,14
17558,0,1849,365,44,-13
17567,0,1838,399,61,-7
17575,0,1809,481,6,13
17583,0,1769,302,14,-25
17592,0,1721,123,24,2
17600,0,1662,-29,14,-1
17609,0,1610,-85,1,-4
17617,0,1559,-71,-12,1
17626,0,1525,-130,-16,-2
17634,0,1503,-259,-52,-3
17642,0,1500,-407,-58,-9
17652,0,1513,-554,-44,-13
17660,0,1550,-477,-6,-11
17668,0,1593,-278,-54,4
17676,0,1643,-111,-18,-3
17687,0,1696,-14,7,-2
17697,0,1765,119,33,-1
17705,0,1814,322,0,4
17713,0,1839,361,58,2
17721,0,1849,306,41,-10
17730,0,1843,402,40,-3
17739,0,1818,477,20,10
17747,0,1776,331,-10,16
17756,0,1728,149,4,10
17764,0,1669,23,26,-8
17772,0,1616,-84,-11,-5
17781,0,1569,-162,-16,-2
17790,0,1528,-222,-39,-4
17798,0,1504,-306,-26,0
17806,0,1500,-389,-26,-13
17814,0,1512,-397,-37,-7
17824,0,1539,-351,-19,-5
17832,0,1590,-264,-36,-10
17840,0,1640,-198,-36,-4
17849,0,1694,-129,3,-4
17857,0,1752,13,7,0
17869,0,1796,170,10,4
17877,0,1839,267,6,9
17885,0,1849,386,18,16
17894,0,1843,387,31,-7
17902,0,1817,446,39,-9
17911,0,1780,383,29,23
17919,0,1726,245,72,2
17928,0,1673,89,1,-2
17936,0,1613,-70,-11,-2
17944,0,1566,-138,12,-4
17953,0,1530,-94,-35,6
17962,0,1505,-227,-50,4
17970,0,1500,-471,-27,-8
17978,0,1514,-554,-32,-7
17987,0,1543,-463,-27,1
17996,0,1590,-276,-43,6
18004,0,1647,-156,-22,-3
18012,0,1702,-89,5,-3
18021,0,1753,63,3,1
18029,0,1802,239,16,-3
18038,0,1832,352,26,3
18046,0,1849,388,44,14
18057,0,1846,339,70,28
18066,0,1815,366,26,-11
18075,0,1770,341,31,28
18083,0,1714,212,57,-1
18092,0,1660,105,13,3
18100,0,1601,-68,-5,-3
18108,0,1556,-160,-1,-3
18116,0,1522,-202,-29,-9
18126,0,1503,-304,-39,-1
18134,0,1503,-399,-56,0
18142,0,1521,-525,-60,-4
18150,0,1554,-542,-40,-5
18160,0,1599,-346,-21,-3
18168,0,1665,-87,-14,4
18176,0,1719,62,6,2
18185,0,1769,79,2,0
18193,0,1814,124,41,2
18201,0,1840,315,32,-1
18210,0,1849,421,10,-43
18219,0,1840,443,19,1
18227,0,1810,424,73,13
18238,0,1770,339,30,-18
18247,0,1700,228,28,-14
18255,0,1638,53,1,11
18264,0,1587,-124,17,-5
18272,0,1540,-142,-8,-3
18280,0,1512,-194,-54,6
18290,0,1500,-381,-53,-3
18298,0,1509,-541,-43,-6
18306,0,1535,-539,-31,-4
18314,0,1574,-338,-33,1
18323,0,1623,-181,-37,0
18332,0,1685,-155,-18,-5
18340,0,1745,-81,15,-2
18348,0,1791,107,4,-2
18357,0,1826,315,29,-3
18365,0,1847,420,-5,-7
18374,0,1848,400,32,33
18383,0,1828,390,61,6
18391,0,1789,467,30,12
18399,0,1742,337,44,-27
18407,0,1689,177,28,2
18419,0,1634,-71,8,-4
18428,0,1560,-145,6,-5
18436,0,1521,-102,-29,4
18444,0,1503,-150,-41,8
18452,0,1501,-303,-40,-8
18462,0,1517,-457,-58,-3
18470,0,1558,-628,-46,-1
18478,0,1605,-593,-10,-3
18487,0,1659,-334,-17,-9
18495,0,1721,-101,-25,-1
18504,0,1771,61,19,-1
18513,0,1816,214,33,-9
18521,0,1843,360,0,11
18529,0,1849,492,36,-27
18537,0,1838,470,27,9
18547,0,1810,477,51,6
18555,0,1756,469,7,1
18563,0,1703,382,10,5
18571,0,1647,142,4,-3
18580,0,1595,-97,-7,-6
18589,0,1545,-231,19,-8
18600,0,1512,-265,-32,-2
18608,0,1500,-324,-40,6
18616,0,1512,-377,-59,3
18625,0,1541,-430,-41,-1
18634,0,1589,-339,-17,-2
18642,0,1649,-214,-17,2
18650,0,1705,-151,-27,-6
18659,0,1758,-41,7,-9
18667,0,1807,137,10,6
18676,0,1836,272,10,-6
18684,0,1849,338,33,-1
18693,0,1842,405,58,-22
18701,0,1814,412,75,3
18709,0,1773,409,16,-3
18719,0,1722,318,-14,-14
18727,0,1653,146,5,6
18735,0,1599,-32,3,4
18743,0,1553,-136,14,-8
18752,0,1519,-114,-24,0
18761,0,1501,-235,-53,3
18769,0,1505,-500,-24,4
18780,0,1527,-608,-28,-16
18788,0,1582,-420,-36,-8
18797,0,1634,-216,-26,-1
18806,0,1697,-93,-18,15
18814,0,1757,19,12,-4
18823,0,1802,176,29,3
18831,0,1836,365,18,5
18839,0,1849,402,29,-37
18848,0,1844,373,69,-10
18857,0,1817,412,69,-3
18865,0,1771,408,36,10
18873,0,1719,266,25,35
18881,0,1663,25,2,5
18891,0,1608,-129,14,-9
18899,0,1549,-119,-14,2
18907,0,1517,-133,-34,-6
18915,0,1501,-284,-37,-3
18924,0,1503,-422,-43,-9
18933,0,1527,-438,-24,-7
18941,0,1570,-377,-27,-6
18952,0,1621,-308,-41,9
18961,0,1698,-191,-16,0
18969,0,1759,8,2,1
18978,0,1804,187,11,2
18986,0,1837,297,28,-3
18995,0,1849,367,34,4
19003,0,1841,358,54,-25
19011,0,1814,422,54,-10
19021,0,1773,462,20,4
19029,0,1707,358,51,37
19037,0,1650,192,18,6
19045,0,1596,15,17,4
19054,0,1550,-112,-4,-6
19063,0,1514,-250,-69,-10
19071,0,1500,-446,-46,-4
19079,0,1507,-562,-87,-1
19088,0,1532,-612,-44,-7
19096,0,1578,-415,-32,-4
19105,0,1630,-177,-26,5
19113,0,1694,-85,-17,-3
19122,0,1749,25,19,-6
19133,0,1801,285,29,0
19142,0,1841,428,-11,-4
19150,0,1849,355,-3,-29
19159,0,1836,322,72,-11
19167,0,1801,403,35,14
19175,0,1755,315,18,7
19184,0,1701,198,26,-12
19193,0,1636,100,15,3
19201,0,1577,-69,-9,2
19209,0,1535,-189,-7,-11
19217,0,1508,-214,-48,-13
19227,0,1500,-313,-22,0
19235,0,1515,-355,-52,9
19243,0,1547,-423,-40,-3
19252,0,1593,-374,-20,0
19260,0,1655,-259,-36,3
19268,0,1712,-152,-15,2
19277,0,1766,-23,7,-2
19286,0,1814,129,22,3
19294,0,1843,292,47,0
19302,0,1849,356,21,-15
19314,0,1837,375,57,-3
19323,0,1785,430,30,-1
19331,0,1728,448,35,16
19339,0,1671,244,10,17
19347,0,1614,38,3,-2
19357,0,1564,-118,-4,-5
19365,0,1519,-178,-10,-4
19373,0,1501,-215,-73,-2
19382,0,1503,-361,-68,-4
19390,0,1527,-565,-57,-10
19399,0,1566,-550,5,-10
19407,0,1624,-307,-60,12
19416,0,1682,-135,-30,7
19424,0,1745,-104,-21,-2
19432,0,1794,-10,11,-1
19441,0,1829,182,30,-6
19450,0,1848,378,1,23
19458,0,1843,496,8,-14
19466,0,1819,392,62,-17
19474,0,1779,442,65,-4
19484,0,1727,447,8,6
19495,0,1654,217,28,-25
19503,0,1579,-41,0,-2
19511,0,1536,-203,3,-6
19520,0,1509,-240,-45,6
19529,0,1500,-300,-30,0
19537,0,1515,-352,-73,0
19545,0,1548,-490,-38,-5
19554,0,1595,-461,-4,-14
19562,0,1659,-262,-22,-7
19571,0,1717,-100,-26,7
19580,0,1777,33,12,3
19588,0,1822,194,12,6
19596,0,1845,337,13,17
19604,0,1849,404,30,-13
19614,0,1833,389,51,-8
19622,0,1788,417,59,10
19630,0,1738,448,17,-1
19638,0,1681,299,56,-13
19647,0,1622,81,5,-12
19656,0,1564,-122,-4,-3
19664,0,1522,-201,-3,-6
19675,0,1502,-210,-44,1
19683,0,1507,-375,-27,-5
19692,0,1533,-514,-20,-7
19701,0,1582,-511,-20,-4
19709,0,1644,-359,-28,4
19718,0,1703,-193,-20,3
19726,0,1765,-51,-11,0
19734,0,1809,110,14,-2
19743,0,1839,278,43,4
19752,0,1849,415,67,22
19760,0,1835,400,44,13
19768,0,1802,395,91,4
19777,0,1755,422,42,-3
19786,0,1692,364,76,8
19794,0,1625,117,1,-22
19802,0,1572,-77,0,-10
19811,0,1531,-166,-11,0
19819,0,1504,-269,-67,0
19828,0,1501,-386,-30,-9
19837,0,1521,-463,-46,1
19845,0,1563,-449,-6,-17
19856,0,1615,-244,-40,4
19864,0,1696,-122,-32,5
19873,0,1753,-57,-15,-1
19882,0,1806,52,14,-1
19890,0,1840,202,23,5
19898,0,1849,335,7,3
19906,0,1839,400,33,36
19916,0,1810,361,68,15
19924,0,1752,420,42,5
19932,0,1695,369,42,-12
19941,0,1635,181,20,4
19949,0,1574,-60,7,-6
19958,0,1532,-188,-6,0
19966,0,1504,-196,-35,-2
19975,0,1501,-293,-49,3
19983,0,1521,-553,-42,-9
19991,0,1558,-641,-14,-14
20000,0,1609,-432,-62,-6
20009,0,1675,-139,-38,15
20017,0,1740,-30,-12,-3
20025,0,1791,51,10,0
20036,0,1828,295,28,2
20046,0,1849,456,14,17
20054,0,1835,421,29,29
20062,0,1802,396,94,6
20070,0,1755,441,26,10
20080,0,1697,323,-9,10
20088,0,1623,117,26,14
20096,0,1569,-56,11,4
20104,0,1528,-161,4,-8
20113,0,1504,-195,-37,0
20121,0,1502,-310,-61,3
20130,0,1521,-516,-56,-7
20139,0,1564,-618,-36,-15
20147,0,1624,-452,-35,-2
20155,0,1683,-211,-43,-4
20163,0,1742,-78,-26,-1
20173,0,1793,-8,2,-1
20181,0,1836,129,30,-1
20189,0,1849,349,29,4
20197,0,1842,421,29,-28
20206,0,1814,417,53,19
20218,0,1764,439,71,-5
20226,0,1677,418,39,-5
20234,0,1617,318,16,-16
20243,0,1565,38,-3,-2
20252,0,1521,-225,-1,-7
20260,0,1501,-384,-36,-6
20268,0,1504,-428,-46,6
20277,0,1529,-478,-42,-3
20285,0,1577,-456,-22,-3
20294,0,1632,-320,-37,11
20302,0,1700,-131,-10,7
20311,0,1758,-9,-13,0
20319,0,1810,114,12,-6
20327,0,1840,233,27,10
20336,0,1849,336,43,-9
20345,0,1835,336,22,-38
20353,0,1796,380,63,-10
20361,0,1746,439,41,8
20370,0,1687,348,57,-12
20379,0,1619,173,14,-11
20387,0,1560,-57,3,0
20398,0,1521,-237,-23,-10
20406,0,1500,-271,-35,-3
20415,0,1509,-305,-50,2
20424,0,1543,-460,-43,-11
20432,0,1597,-478,4,-12
20441,0,1656,-282,-50,-4
20449,0,1724,-183,-28,2
20457,0,1779,-150,-11,1
20466,0,1821,41,8,-2
20475,0,1847,303,9,17
20483,0,1846,378,7,9
20491,0,1823,373,44,40
20499,0,1781,346,53,-14
20509,0,1727,456,10,18
20517,0,1651,348,28,4
20525,0,1593,169,14,6
20533,0,1544,-66,-9,1
20542,0,1512,-276,-16,-1
20551,0,1500,-397,-18,-11
20559,0,1514,-458,-73,10
20570,0,1548,-530,-22,-12
20579,0,1620,-382,-36,-2
20587,0,1688,-187,-19,6
20596,0,1748,-113,-8,12
20604,0,1803,-25,-2,3
20613,0,1836,133,13,-1
20621,0,1849,324,31,-7
20629,0,1838,419,16,-30
20639,0,1806,393,42,-8
20647,0,1744,413,62,3
20655,0,1684,432,29,0
20663,0,1623,323,-4,-24
20672,0,1568,105,19,19
20681,0,1523,-109,-16,2
20689,0,1501,-302,-21,-4
20698,0,1504,-405,-55,-8
20706,0,1533,-499,-73,-8
20714,0,1578,-533,-21,-15
20723,0,1635,-382,-28,-2
20732,0,1705,-179,-33,8
20740,0,1769,-75,-6,-4
20751,0,1815,155,20,1
20759,0,1847,333,44,0
20768,0,1846,369,44,-21
20777,0,1818,383,18,13
20785,0,1768,440,41,1
20793,0,1711,432,7,14
20802,0,1649,212,33,6
20811,0,1583,-6,0,-8
20819,0,1532,-155,-11,-4
20827,0,1505,-220,-32,-4
20836,0,1500,-274,-42,-2
20844,0,1521,-366,-42,-7
20853,0,1560,-448,-41,-15
20861,0,1621,-413,-28,4
20870,0,1682,-306,-50,8
20878,0,1750,-202,-29,3
20886,0,1801,-10,18,-7
20896,0,1835,216,23,7
20904,0,1849,350,27,8
20912,0,1836,413,49,3
20920,0,1802,387,29,-9
20931,0,1751,445,36,9
20941,0,1668,390,56,10
20949,0,1592,253,21,19
20957,0,1543,41,11,-12
20965,0,1511,-187,-9,-8
20974,0,1500,-285,-25,-9
20983,0,1513,-375,-47,-9
20991,0,1553,-548,-62,-2
21000,0,1606,-638,-29,-3
21008,0,1675,-501,-48,-7
21016,0,1736,-243,-31,-12
21025,0,1790,-68,-28,-8
21034,0,1833,105,9,2
21042,0,1849,280,11,7
21050,0,1840,409,11,4
21058,0,1810,475,42,16
21068,0,1762,431,39,13
21076,0,1688,450,65,8
21084,0,1625,410,42,2
21093,0,1569,276,29,37
21101,0,1522,7,0,7
21113,0,1502,-312,-40,-3
21121,0,1513,-451,-40,-9
21129,0,1547,-513,-60,-11
21138,0,1597,-510,-29,-1
21147,0,1666,-390,-54,-2
21155,0,1736,-235,-18,-2
21164,0,1790,-120,-13,-1
21172,0,1833,49,6,-5
21180,0,1849,272,18,-7
21188,0,1842,393,75,16
21198,0,1814,375,66,38
21206,0,1753,396,54,7
21214,0,1693,447,38,8
21223,0,1630,454,25,-17
21232,0,1566,181,12,0
21240,0,1520,-105,-8,-3
21248,0,1501,-287,-19,3
21257,0,1504,-377,-34,-13
21265,0,1535,-460,-64,-7
21273,0,1582,-517,-22,-9
21283,0,1641,-345,-28,7
21294,0,1720,-178,-36,0
21302,0,1795,-88,-3,-2
21310,0,1833,121,13,1
21319,0,1849,336,15,3
21328,0,1840,391,10,0
21336,0,1803,365,63,27
21344,0,1752,404,59,10
21352,0,1691,473,37,39
21362,0,1627,301,-12,41
21370,0,1558,48,4,-5
21378,0,1519,-142,3,-12
21386,0,1501,-209,-28,-3
21395,0,1505,-274,-48,6
21404,0,1537,-424,-57,9
21412,0,1593,-596,-31,-8
21421,0,1654,-460,-28,-11
21429,0,1725,-229,-28,1
21437,0,1782,-83,-24,2
21446,0,1824,61,-5,-1
21455,0,1848,264,29,9
21463,0,1842,399,45,13
21474,0,1814,357,55,1
21482,0,1745,397,85,-1
21491,0,1682,439,36,13
21500,0,1611,326,32,6
21508,0,1551,60,-1,9
21516,0,1514,-129,-1,2
21525,0,1500,-238,-21,-4
21534,0,1511,-338,-45,8
21542,0,1550,-519,-62,-7
21550,0,1603,-650,-32,-20
21559,0,1666,-555,-36,-3
21567,0,1737,-240,-25,-11
21576,0,1792,10,-20,1
21584,0,1834,150,6,-3
21593,0,1849,257,15,7
21601,0,1838,395,46,34
21609,0,1804,465,35,31
21619,0,1753,424,47,2
21627,0,1674,460,14,-3
21635,0,1611,381,29,-3
21643,0,1556,200,27,-13
21654,0,1518,-127,5,-15
21664,0,1500,-289,-37,-7
21672,0,1522,-440,-43,-16
21680,0,1564,-571,-62,-1
21689,0,1621,-599,-21,-27
21697,0,1693,-456,-40,-2
21706,0,1755,-148,-24,1
21714,0,1811,113,0,4
21723,0,1842,212,15,-1
21731,0,1848,299,33,-6
21739,0,1829,414,45,7
21748,0,1788,417,55,0
21757,0,1724,415,77,8
21765,0,1652,386,43,12
21773,0,1590,301,56,-47
21782,0,1540,80,-15,1
21791,0,1506,-181,-18,6
21799,0,1501,-401,-39,-18
21807,0,1523,-491,-45,-11
21816,0,1565,-508,-60,4
21827,0,1630,-416,-29,-4
21836,0,1719,-247,-35,-7
21844,0,1784,-79,-10,-1
21853,0,1826,156,18,-2
21861,0,1849,332,28,8
21869,0,1843,365,39,0
21878,0,1814,374,51,2
21887,0,1758,379,62,8
21895,0,1688,441,38,-21
21903,0,1623,266,16,10
21911,0,1565,6,2,-4
21921,0,1523,-192,4,-6
21929,0,1500,-277,-17,-2
21937,0,1509,-326,-39,-3
21945,0,1541,-441,-48,7
21954,0,1591,-458,-5,-13
21963,0,1662,-287,-30,4
21971,0,1735,-159,-28,8
21980,0,1791,-108,5,-2
21988,0,1834,83,17,1
21996,0,1849,303,22,10
22005,0,1840,376,46,-7
22016,0,1801,337,32,-20
22025,0,1725,416,60,8
22033,0,1652,425,15,27
22041,0,1589,261,17,10
22050,0,1539,10,3,4
22059,0,1505,-192,-18,-2
22067,0,1502,-337,-19,-7
22075,0,1525,-417,-25,-21
22084,0,1569,-471,-83,-2
22093,0,1636,-482,-17,5
22101,0,1710,-275,-32,-11
22109,0,1771,-92,-26,8
22118,0,1818,-7,-1,0
22126,0,1847,118,12,-4
22135,0,1846,341,28,0
22143,0,1817,393,59,12
22152,0,1769,348,38,-35
22160,0,1699,389,37,-6
22168,0,1634,385,36,-18
22178,0,1573,255,20,-9
22186,0,1519,14,5,6
22197,0,1500,-289,-42,-8
22205,0,1515,-433,-29,-11
22214,0,1553,-542,-97,-1
22223,0,1616,-598,-36,-16
22231,0,1690,-503,-49,-5
22239,0,1754,-246,-19,2
22247,0,1806,10,-9,4
22257,0,1840,195,12,0
22265,0,1848,291,45,-5
22273,0,1826,380,62,57
22282,0,1783,440,47,14
22290,0,1716,401,97,-5
22299,0,1650,428,30,2
22307,0,1580,356,24,2
22316,0,1532,135,11,-5
22324,0,1503,-116,-8,-1
22332,0,1503,-323,-37,-18
22340,0,1528,-414,-22,-9
22350,0,1574,-554,-39,-8
22358,0,1651,-555,-29,-12
22369,0,1718,-339,-33,3
22377,0,1797,-88,-14,6
22387,0,1835,127,8,-9
22395,0,1849,276,10,12
22403,0,1832,369,11,-10
22411,0,1792,411,17,37
22420,0,1735,397,56,1
22429,0,1661,427,61,-5
22437,0,1589,337,52,16
22445,0,1538,173,12,7
22454,0,1507,-68,-4,7
22462,0,1501,-264,-15,-7
22471,0,1523,-397,-44,-4
22480,0,1574,-539,-72,-5
22488,0,1644,-643,-40,-4
22496,0,1711,-556,-62,-20
22504,0,1772,-274,6,-6
22514,0,1820,47,-14,-1
22522,0,1848,243,0,11
22530,0,1843,301,8,-10
22538,0,1813,402,38,-35
22549,0,1762,447,33,18
22559,0,1673,455,79,4
22567,0,1592,411,44,11
22575,0,1540,272,44,47
22584,0,1508,72,0,22
22592,0,1501,-188,-8,-9
22601,0,1522,-396,-56,-8
22609,0,1573,-485,-75,3
22618,0,1634,-609,-52,9
22626,0,1709,-552,-50,-11
22634,0,1772,-384,-21,-17
22643,0,1819,-90,-5,-5
22652,0,1847,203,-1,5
22660,0,1843,300,17,2
22668,0,1812,349,68,20
22677,0,1761,420,19,11
22686,0,1689,417,38,-2
22694,0,1613,428,2,16
22702,0,1556,327,11,7
22711,0,1516,60,16,-9
22719,0,1500,-175,-10,-10
22731,0,1513,-368,-59,-3
22739,0,1576,-519,-51,0
22747,0,1638,-607,-12,-11
22756,0,1706,-531,-42,-1
22764,0,1776,-235,-15,-4
22773,0,1823,64,1,-3
22782,0,1848,240,0,-3
22790,0,1841,312,41,-15
22798,0,1808,351,67,-20
22806,0,1754,427,30,21
22816,0,1689,441,61,11
22824,0,1606,410,53,4
22832,0,1550,328,25,53
22841,0,1512,122,1,18
22849,0,1500,-146,-5,-3
22858,0,1517,-362,-42,-10
22866,0,1564,-460,-46,-6
22875,0,1624,-584,-49,7
22883,0,1700,-526,-18,-6
22891,0,1764,-312,-46,9
22901,0,1815,-106,-13,-13
22912,0,1848,191,19,-1
22920,0,1836,319,38,12
22928,0,1799,373,57,13
22936,0,1742,366,49,-7
22946,0,1675,405,107,-23
22954,0,1593,439,4,23
22962,0,1540,259,5,30
22970,0,1507,-36,-1,-9
22979,0,1500,-249,-1,-11
22988,0,1524,-363,-46,-15
22996,0,1577,-507,-83,-1
23005,0,1640,-596,-24,-17
23013,0,1717,-507,-53,-7
23021,0,1779,-241,-25,-4
23030,0,1825,32,-6,1
23039,0,1849,237,7,0
23047,0,1839,324,-11,3
23055,0,1803,412,40,-28
23063,0,1748,452,29,-18
23073,0,1681,449,61,-4
23081,0,1597,410,8,6
23092,0,1543,185,10,0
23100,0,1502,-79,-6,-1
23110,0,1504,-261,-5,-10
23118,0,1542,-308,-45,2
23126,0,1597,-466,-65,-3
23134,0,1663,-549,-8,-2
23143,0,1731,-357,-31,2
23152,0,1797,-84,-23,7
